cart_id,customer_id,session_id,cart_status,created_at,updated_at
1,1,fe5edfc5-5778-4e0a-8522-1888d92f6786,Abandoned,2025-01-20T20:24:50Z,2025-01-20T21:24:50Z
2,1,9b9c56a1-f0b0-43fc-bc7b-610e4d875795,Converted,2025-05-21T12:15:22Z,2025-05-21T15:15:22Z
3,1,17aad293-de97-4b53-a0ce-a0bfe160d92a,Abandoned,2024-02-09T18:12:57Z,2024-02-09T21:12:57Z
4,2,cc0c738c-9d77-4e01-be98-9168954f1d9b,Active,2024-08-17T11:58:54Z,2024-08-17T11:58:54Z
5,2,d4a7590b-f80d-4207-ac22-4d020f987958,Abandoned,2025-06-21T21:06:07Z,2025-06-21T23:06:07Z
6,2,c2324a5d-04cd-47e7-a36c-1c79e04a190a,Abandoned,2024-05-13T05:18:58Z,2024-05-13T05:18:58Z
7,2,cc0c738c-9d77-4e01-be98-9168954f1d9b,Converted,2024-08-17T11:57:44Z,2024-08-17T12:57:44Z
8,3,967029cc-a53c-4dc7-b576-b6ea80efc2f4,Converted,2025-04-29T12:00:17Z,2025-04-29T12:00:17Z
9,3,967029cc-a53c-4dc7-b576-b6ea80efc2f4,Abandoned,2025-04-29T12:00:16Z,2025-04-29T12:00:16Z
10,3,788853e0-f6b3-4f21-ad4c-bab5bdde53a8,Converted,2022-06-11T06:14:04Z,2022-06-11T08:14:04Z
11,4,12683d84-c128-444d-8cde-b44e1929d703,Abandoned,2025-05-10T18:08:42Z,2025-05-13T05:08:42Z
12,4,0bf84e6a-9e64-44f8-9bda-9af63f7a8e16,Abandoned,2025-09-05T09:40:31Z,2025-09-05T11:40:31Z
13,4,bc3270c0-c476-45aa-9730-92e3b69388a3,Abandoned,2025-05-08T00:40:08Z,2025-05-08T00:40:08Z
14,4,49cd6947-b748-4017-aab8-9670d970cff2,Converted,2025-11-27T00:42:21Z,2025-11-27T00:42:21Z
15,5,18db8484-247d-4eef-8dac-ee28363c6b43,Converted,2023-07-28T15:45:18Z,2023-07-28T15:45:18Z
16,5,0ecaaa5b-a0c4-487e-9211-3c2c7ae3daf3,Converted,2025-12-03T03:41:45Z,2025-12-03T04:41:45Z
17,5,bd715715-bad8-4795-bd2a-56e719767612,Converted,2022-03-22T05:36:14Z,2022-03-22T07:36:14Z
18,6,0e95dac5-ebec-4648-8d82-d08f4c7522fe,Abandoned,2022-01-05T02:28:38Z,2022-01-05T03:28:38Z
19,6,b1ce6f5c-dba9-4c1a-b3f1-22a55fbee608,Converted,2021-05-19T14:15:55Z,2021-05-19T14:15:55Z
20,6,b302d3d8-6e40-4200-b897-4cfe025dadb5,Abandoned,2024-12-15T00:08:54Z,2024-12-31T20:08:54Z
21,6,5a451ed1-6912-4784-8524-9d71557a310f,Abandoned,2024-09-19T09:52:58Z,2024-09-19T10:52:58Z
22,7,486801ae-b6a2-48de-92b2-dcbae26983b7,Converted,2025-08-05T13:37:49Z,2025-08-05T13:37:49Z
23,7,486801ae-b6a2-48de-92b2-dcbae26983b7,Abandoned,2025-08-05T13:35:52Z,2025-08-05T16:35:52Z
24,7,486801ae-b6a2-48de-92b2-dcbae26983b7,Abandoned,2025-08-05T13:38:21Z,2025-08-05T15:38:21Z
25,7,486801ae-b6a2-48de-92b2-dcbae26983b7,Abandoned,2025-08-05T13:37:51Z,2025-08-05T17:37:51Z
26,8,ffa08109-f05d-42a2-9726-310683391169,Abandoned,2024-06-28T02:34:41Z,2024-06-28T04:34:41Z
27,8,355dd1df-a52c-4c69-9b6a-1f292602938b,Converted,2025-06-26T06:28:44Z,2025-07-25T13:28:44Z
28,8,a7cb6528-188a-4e4f-9fef-8aa59fad7206,Converted,2023-04-05T11:04:58Z,2023-04-05T11:04:58Z
29,9,1ac58929-bfb3-42e3-b655-8697671aef9b,Converted,2025-06-18T18:27:08Z,2025-06-18T19:27:08Z
30,9,1ac58929-bfb3-42e3-b655-8697671aef9b,Abandoned,2025-06-18T18:27:34Z,2025-06-18T18:27:34Z
31,9,1ac58929-bfb3-42e3-b655-8697671aef9b,Converted,2025-06-18T18:27:14Z,2025-06-18T20:27:14Z
32,10,6d4aa82d-5f1d-4858-b6a8-82b90a06bb36,Abandoned,2017-06-26T16:30:03Z,2017-06-26T17:30:03Z
33,10,f63dd648-c865-48c5-988d-c8ebce2e331a,Converted,2023-09-18T19:33:44Z,2023-09-18T22:33:44Z
34,11,0f40a36e-1088-4805-9a23-f9faf7a53a52,Converted,2025-11-15T06:25:07Z,2025-11-15T08:25:07Z
35,12,d3dbaf59-67ce-4255-baac-1d4e0f2b8572,Abandoned,2017-11-28T20:51:07Z,2017-11-28T22:51:07Z
36,12,54ac3785-a8e9-4409-aa9c-6e87cc9cb2dc,Abandoned,2020-02-23T11:27:57Z,2020-02-23T12:27:57Z
37,12,54ac3785-a8e9-4409-aa9c-6e87cc9cb2dc,Converted,2020-02-23T11:29:24Z,2020-02-23T11:29:24Z
38,12,364d1c3d-388c-424e-9246-c32eafe30dd8,Abandoned,2020-12-16T21:49:38Z,2020-12-16T21:49:38Z
39,12,364d1c3d-388c-424e-9246-c32eafe30dd8,Abandoned,2020-12-16T21:51:23Z,2020-12-17T01:51:23Z
40,13,de76bd94-8879-4169-bc35-fc5c7b4807ad,Abandoned,2025-04-30T09:43:04Z,2025-04-30T10:43:04Z
41,13,de76bd94-8879-4169-bc35-fc5c7b4807ad,Converted,2025-04-30T09:43:54Z,2025-04-30T10:43:54Z
42,13,de76bd94-8879-4169-bc35-fc5c7b4807ad,Abandoned,2025-04-30T09:40:41Z,2025-04-30T11:40:41Z
43,13,de76bd94-8879-4169-bc35-fc5c7b4807ad,Converted,2025-04-30T09:42:17Z,2025-04-30T13:42:17Z
44,13,de76bd94-8879-4169-bc35-fc5c7b4807ad,Converted,2025-04-30T09:41:01Z,2025-04-30T10:41:01Z
45,14,0a793e3b-ebb8-4af2-8dbc-afd27934daca,Abandoned,2024-03-06T11:09:10Z,2024-03-06T15:09:10Z
46,14,b8a1d446-0a0c-4f4b-b315-574d9c7fd017,Converted,2024-07-01T21:05:17Z,2024-07-01T22:05:17Z
47,15,0d6b059a-eb10-4600-ba5d-035ea664c28d,Converted,2022-09-13T10:44:12Z,2022-09-16T21:44:12Z
48,15,325662c0-f526-408e-bf0d-aa37b8d48214,Abandoned,2020-07-23T17:33:46Z,2020-07-23T18:33:46Z
49,16,67b412e1-03dc-4830-9fe7-930df000073e,Converted,2017-11-16T07:12:22Z,2017-11-16T08:12:22Z
50,16,e35d55dd-6e2f-498a-9169-52dc6e6ecfab,Abandoned,2023-11-04T02:09:46Z,2023-11-04T02:09:46Z
51,16,41a2a7a2-5bef-4521-8fd0-b0d32059b7ac,Converted,2020-08-15T08:25:32Z,2020-08-15T11:25:32Z
52,16,67b412e1-03dc-4830-9fe7-930df000073e,Abandoned,2017-11-16T07:14:51Z,2017-11-16T07:14:51Z
53,17,fc8dc5a2-19f3-4cf0-9993-685c9b8a0eeb,Converted,2016-10-12T20:57:52Z,2016-10-13T00:57:52Z
54,17,df40da34-f6c1-4e6b-896d-4d40e12368a8,Abandoned,2019-12-11T14:19:25Z,2019-12-11T16:19:25Z
55,17,fc8dc5a2-19f3-4cf0-9993-685c9b8a0eeb,Abandoned,2016-10-12T21:17:27Z,2016-10-12T22:17:27Z
56,17,383ca246-e0dc-4241-8932-4146e96a575e,Active,2017-08-06T10:17:54Z,2017-08-06T10:17:54Z
