session_id,customer_id,session_start,session_end,device_type,referrer_source,pages_viewed,products_viewed,conversion_flag,cart_abandonment_flag
790669dc-4f96-4ee9-92a9-d92711e6c739,87,2025-01-29T06:26:13Z,2025-01-29T06:26:23Z,Smart TV,Referral,1,0,False,False
d538561a-38e5-4821-a994-9f055129c4d7,299,2025-11-07T15:04:26Z,2025-11-07T15:23:26Z,Mobile,Direct,9,4,False,False
7dc49ab6-e0e4-4edb-98e0-3972575a355d,185,2020-11-12T10:27:36Z,2020-11-12T10:37:09Z,Desktop,Direct,15,4,False,False
721733b1-cdc5-4120-970c-daafbbfd810a,447,2024-05-10T12:10:35Z,2024-05-10T12:23:49Z,Mobile,Social Media,27,12,False,False
0305f50b-3c25-4a54-953b-bd6c4ea3b72a,225,2017-04-15T19:12:22Z,2017-04-15T19:26:36Z,Desktop,Organic Search,16,9,False,False
1f3dbfda-8e59-422e-9a1f-b7c5eca65c1f,395,2023-07-02T01:19:50Z,2023-07-02T01:23:58Z,Mobile,Social Media,9,6,False,False
a955d5c2-bda9-4e81-befc-1d9878dceb2c,100,2025-11-02T00:13:11Z,2025-11-02T01:09:11Z,Desktop,Referral,80,15,False,False
72fa6ee0-8c0b-4387-9c1e-da4e7759983c,292,2024-12-03T09:42:28Z,2024-12-03T09:46:39Z,Mobile,Organic Search,7,4,False,False
30521631-797a-4870-a673-0bd9e16444d3,51,2024-09-23T22:59:17Z,2024-09-23T23:55:12Z,Mobile,Paid Search,18,9,False,False
3e815f77-835a-4fdd-be6c-757ac761da45,79,2025-09-01T07:45:02Z,2025-09-01T07:46:36Z,Tablet,Referral,4,0,True,False
b73180f1-325f-4b56-a6ef-940314a48646,70,2024-09-15T20:31:04Z,2024-09-15T20:37:39Z,Tablet,Organic Search,13,11,False,False
444316ca-fa84-4152-8de4-7edf538ad80f,30,2025-12-04T08:29:48Z,2025-12-04T08:46:54Z,Desktop,Paid Search,30,3,False,False
